Age,Gender,Mood,Stress,SleepQuality,Anxiety,FavGenre,Language,Activity,RecommendedPlaylist
70,Female,Sad,8,Fair,9,Pop,Spanish,Exercise,playlist_2
63,Female,Tired,4,Poor,4,Nature Sounds,Hindi,Exercise,playlist_5
27,Female,Angry,4,Good,8,Classical,Telugu,Exercise,playlist_5
52,Female,Tired,2,Good,9,Classical,Malayalam,Exercise,playlist_5
63,Male,Tired,1,Poor,5,Lo-fi,English,Sleeping,playlist_5
60,Male,Angry,4,Good,6,Lo-fi,Malayalam,Studying,playlist_1
63,Female,Angry,7,Good,3,Pop,Spanish,Meditation,playlist_4
22,Male,Angry,9,Good,5,Pop,Other,Studying,playlist_1
57,Male,Sad,9,Poor,5,Lo-fi,Kannada,Meditation,playlist_2
34,Male,Happy,10,Poor,2,Instrumental,Malayalam,Relaxation,playlist_1
74,Male,Happy,1,Poor,10,Pop,Hindi,Exercise,playlist_5
47,Other,Angry,5,Fair,6,Classical,Hindi,Relaxation,playlist_4
40,Male,Tired,7,Fair,9,Lo-fi,English,Relaxation,playlist_5
53,Male,Anxiety,7,Poor,7,Nature Sounds,Kannada,Meditation,playlist_3
35,Female,Angry,10,Good,8,Nature Sounds,Telugu,Sleeping,playlist_2
67,Female,Tired,6,Good,2,Instrumental,Telugu,Exercise,playlist_5
63,Female,Tired,10,Poor,9,Lo-fi,Tamil,Relaxation,playlist_5
56,Male,Sad,4,Good,3,Classical,Kannada,Studying,playlist_1
57,Female,Sad,3,Good,10,Instrumental,Kannada,Exercise,playlist_5
68,Female,Happy,9,Fair,5,Classical,Hindi,Sleeping,playlist_2
55,Male,Happy,10,Good,7,Nature Sounds,Tamil,Exercise,playlist_1
23,Male,Anxiety,4,Good,4,Classical,Telugu,Relaxation,playlist_3
38,Prefer not to say,Anxiety,8,Poor,7,Nature Sounds,Other,Studying,playlist_1
51,Male,Anxiety,1,Fair,8,Pop,Other,Relaxation,playlist_3
63,Male,Anxiety,7,Fair,10,Nature Sounds,Spanish,Sleeping,playlist_2
55,Male,Tired,6,Good,10,Nature Sounds,Kannada,Meditation,playlist_3
31,Male,Tired,1,Poor,4,Instrumental,Kannada,Studying,playlist_1
38,Male,Happy,4,Fair,5,Instrumental,English,Sleeping,playlist_1
35,Male,Sad,5,Fair,3,Lo-fi,Telugu,Sleeping,playlist_2
65,Male,Sad,8,Good,5,Lo-fi,English,Relaxation,playlist_2
73,Male,Angry,4,Fair,8,Nature Sounds,Other,Relaxation,playlist_4
53,Male,Tired,3,Poor,3,Pop,Tamil,Relaxation,playlist_5
69,Female,Anxiety,2,Poor,5,Lo-fi,Kannada,Meditation,playlist_3
55,Female,Anxiety,4,Fair,10,Nature Sounds,Tamil,Exercise,playlist_5
53,Male,Angry,10,Poor,1,Instrumental,Malayalam,Exercise,playlist_4
27,Prefer not to say,Sad,4,Poor,2,Lo-fi,English,Relaxation,playlist_2
25,Female,Anxiety,10,Good,3,Lo-fi,Telugu,Relaxation,playlist_3
60,Female,Sad,5,Fair,1,Nature Sounds,Kannada,Meditation,playlist_2
33,Male,Angry,7,Fair,9,Nature Sounds,Malayalam,Exercise,playlist_4
25,Female,Sad,9,Good,9,Classical,Malayalam,Meditation,playlist_3
27,Other,Sad,2,Good,5,Classical,Telugu,Sleeping,playlist_2
60,Male,Sad,5,Good,4,Pop,Tamil,Exercise,playlist_5
59,Female,Anxiety,10,Good,5,Lo-fi,Malayalam,Relaxation,playlist_3
15,Female,Happy,9,Poor,4,Classical,Hindi,Studying,playlist_1
54,Male,Tired,3,Poor,5,Nature Sounds,Telugu,Sleeping,playlist_5
58,Female,Sad,1,Good,7,Lo-fi,Malayalam,Studying,playlist_1
33,Male,Sad,2,Fair,8,Classical,Telugu,Meditation,playlist_3
26,Male,Sad,6,Fair,2,Pop,Telugu,Meditation,playlist_2
22,Male,Happy,5,Fair,4,Pop,Kannada,Meditation,playlist_1
22,Female,Angry,1,Good,8,Pop,Tamil,Relaxation,playlist_4
67,Female,Anxiety,1,Poor,7,Pop,Other,Meditation,playlist_3
59,Other,Happy,4,Poor,9,Nature Sounds,Tamil,Studying,playlist_1
26,Female,Sad,4,Poor,5,Pop,Kannada,Sleeping,playlist_2
62,Male,Happy,6,Poor,6,Instrumental,Telugu,Relaxation,playlist_1
47,Male,Happy,6,Fair,8,Pop,Telugu,Sleeping,playlist_1
59,Female,Happy,10,Fair,5,Classical,Other,Meditation,playlist_1
40,Female,Angry,6,Poor,9,Lo-fi,Hindi,Exercise,playlist_4
53,Female,Tired,1,Good,4,Classical,Malayalam,Relaxation,playlist_5
42,Male,Anxiety,10,Poor,8,Lo-fi,Telugu,Meditation,playlist_3
72,Female,Angry,9,Poor,3,Nature Sounds,Malayalam,Relaxation,playlist_4
19,Male,Angry,7,Good,5,Lo-fi,English,Exercise,playlist_4
22,Male,Tired,7,Poor,8,Instrumental,Malayalam,Studying,playlist_1
39,Female,Angry,7,Fair,10,Pop,Other,Studying,playlist_1
41,Female,Happy,2,Good,7,Classical,Telugu,Studying,playlist_1
60,Male,Happy,2,Good,1,Lo-fi,Other,Exercise,playlist_5
37,Female,Sad,6,Poor,4,Classical,Hindi,Sleeping,playlist_2
44,Male,Angry,7,Fair,2,Pop,English,Exercise,playlist_4
59,Male,Sad,3,Fair,2,Nature Sounds,Hindi,Exercise,playlist_5
61,Other,Anxiety,4,Fair,7,Pop,Malayalam,Meditation,playlist_3
37,Male,Happy,3,Poor,3,Nature Sounds,Hindi,Studying,playlist_1
63,Female,Anxiety,7,Poor,3,Classical,Malayalam,Relaxation,playlist_3
61,Female,Tired,7,Fair,6,Nature Sounds,Tamil,Sleeping,playlist_2
34,Male,Happy,4,Poor,6,Nature Sounds,Malayalam,Relaxation,playlist_1
32,Female,Anxiety,7,Fair,1,Nature Sounds,Kannada,Meditation,playlist_3
32,Male,Tired,5,Poor,1,Nature Sounds,Hindi,Meditation,playlist_5
16,Male,Anxiety,1,Good,6,Nature Sounds,Telugu,Sleeping,playlist_3
18,Female,Tired,10,Good,7,Lo-fi,Tamil,Relaxation,playlist_5
44,Male,Tired,4,Poor,9,Nature Sounds,Spanish,Sleeping,playlist_5
47,Male,Happy,7,Poor,4,Nature Sounds,English,Sleeping,playlist_2
50,Female,Sad,2,Fair,10,Pop,Malayalam,Studying,playlist_1
32,Female,Tired,2,Good,6,Pop,Kannada,Relaxation,playlist_5
51,Female,Tired,1,Fair,3,Pop,Tamil,Studying,playlist_1
33,Female,Happy,2,Poor,4,Nature Sounds,Hindi,Studying,playlist_1
61,Female,Sad,10,Fair,9,Pop,Spanish,Studying,playlist_1
42,Female,Angry,8,Fair,1,Lo-fi,Spanish,Exercise,playlist_4
54,Male,Angry,8,Poor,5,Classical,Tamil,Meditation,playlist_4
34,Female,Sad,8,Good,7,Pop,Telugu,Meditation,playlist_3
63,Male,Anxiety,1,Fair,3,Pop,Telugu,Exercise,playlist_5
47,Prefer not to say,Happy,1,Poor,2,Lo-fi,Telugu,Sleeping,playlist_1
26,Male,Sad,10,Fair,2,Instrumental,Kannada,Relaxation,playlist_2
72,Prefer not to say,Angry,4,Poor,1,Instrumental,Other,Relaxation,playlist_4
65,Female,Tired,6,Poor,5,Lo-fi,Spanish,Relaxation,playlist_5
29,Female,Angry,8,Poor,3,Pop,Tamil,Studying,playlist_1
55,Female,Tired,2,Good,7,Classical,Other,Relaxation,playlist_5
53,Male,Happy,3,Good,1,Pop,Tamil,Relaxation,playlist_1
16,Female,Tired,6,Poor,9,Lo-fi,Spanish,Relaxation,playlist_5
43,Male,Sad,10,Good,2,Lo-fi,Hindi,Meditation,playlist_2
55,Other,Tired,4,Fair,8,Nature Sounds,English,Exercise,playlist_5
24,Female,Anxiety,2,Good,10,Lo-fi,Other,Sleeping,playlist_3
16,Female,Sad,7,Good,4,Nature Sounds,Telugu,Exercise,playlist_2
65,Male,Happy,4,Fair,6,Lo-fi,English,Relaxation,playlist_1
25,Male,Sad,8,Fair,9,Nature Sounds,Spanish,Sleeping,playlist_2
27,Female,Anxiety,8,Fair,7,Nature Sounds,Spanish,Sleeping,playlist_2
24,Male,Happy,7,Poor,8,Pop,English,Exercise,playlist_1
28,Female,Angry,10,Fair,7,Nature Sounds,Telugu,Exercise,playlist_4
32,Female,Anxiety,9,Fair,2,Instrumental,Other,Exercise,playlist_3
65,Male,Happy,4,Fair,9,Lo-fi,Other,Exercise,playlist_5
68,Female,Tired,7,Poor,1,Classical,Telugu,Studying,playlist_1
23,Female,Sad,10,Good,2,Lo-fi,Other,Meditation,playlist_2
71,Female,Happy,10,Poor,3,Pop,Hindi,Meditation,playlist_1
53,Female,Sad,1,Good,3,Pop,Kannada,Relaxation,playlist_2
42,Male,Tired,4,Fair,10,Nature Sounds,Telugu,Studying,playlist_1
17,Male,Happy,2,Poor,4,Pop,English,Sleeping,playlist_1
34,Female,Angry,9,Poor,5,Pop,Other,Exercise,playlist_4
20,Male,Anxiety,5,Good,6,Lo-fi,Other,Relaxation,playlist_3
41,Female,Happy,3,Poor,1,Instrumental,Spanish,Sleeping,playlist_1
67,Female,Tired,4,Poor,8,Instrumental,Hindi,Meditation,playlist_3
16,Other,Happy,6,Good,6,Nature Sounds,Other,Sleeping,playlist_1
43,Prefer not to say,Sad,10,Poor,10,Pop,Tamil,Exercise,playlist_2
52,Female,Happy,1,Poor,9,Pop,Spanish,Exercise,playlist_5
17,Male,Angry,7,Fair,5,Instrumental,Hindi,Meditation,playlist_4
30,Female,Happy,8,Fair,7,Nature Sounds,Telugu,Exercise,playlist_1
44,Male,Anxiety,7,Fair,4,Pop,Spanish,Studying,playlist_1
54,Male,Happy,7,Fair,6,Nature Sounds,Malayalam,Relaxation,playlist_1
16,Female,Sad,9,Fair,6,Lo-fi,Telugu,Meditation,playlist_2
31,Female,Happy,4,Poor,4,Pop,Kannada,Meditation,playlist_1
55,Male,Angry,7,Poor,6,Pop,Hindi,Sleeping,playlist_2
26,Male,Tired,9,Fair,8,Pop,Telugu,Meditation,playlist_3
49,Female,Happy,5,Good,5,Instrumental,English,Relaxation,playlist_1
57,Other,Happy,2,Fair,2,Instrumental,English,Studying,playlist_1
15,Male,Anxiety,5,Poor,9,Pop,Hindi,Sleeping,playlist_3
69,Male,Angry,4,Good,4,Pop,Spanish,Relaxation,playlist_4
59,Other,Tired,8,Fair,4,Lo-fi,Kannada,Meditation,playlist_5
29,Male,Sad,5,Good,7,Lo-fi,Malayalam,Exercise,playlist_5
40,Female,Happy,9,Fair,10,Nature Sounds,Hindi,Exercise,playlist_1
51,Female,Tired,9,Poor,10,Nature Sounds,Kannada,Relaxation,playlist_5
35,Male,Sad,3,Fair,6,Instrumental,English,Studying,playlist_1
63,Female,Angry,10,Good,4,Classical,Telugu,Exercise,playlist_4
45,Female,Angry,6,Poor,6,Lo-fi,Tamil,Relaxation,playlist_4
39,Male,Tired,6,Fair,3,Nature Sounds,Telugu,Sleeping,playlist_5
37,Male,Sad,4,Fair,7,Lo-fi,English,Meditation,playlist_3
38,Female,Angry,10,Fair,6,Lo-fi,Malayalam,Studying,playlist_1
71,Male,Tired,3,Fair,3,Classical,Spanish,Studying,playlist_1
52,Female,Angry,1,Poor,1,Lo-fi,English,Sleeping,playlist_4
42,Other,Angry,7,Poor,10,Classical,Telugu,Studying,playlist_1
35,Other,Angry,5,Fair,5,Classical,Telugu,Relaxation,playlist_4
68,Male,Anxiety,10,Poor,10,Lo-fi,Malayalam,Studying,playlist_1
57,Male,Sad,7,Good,2,Lo-fi,Malayalam,Studying,playlist_1
32,Male,Tired,1,Poor,7,Nature Sounds,English,Studying,playlist_1
50,Other,Tired,8,Good,7,Lo-fi,Telugu,Relaxation,playlist_5
49,Male,Sad,3,Good,4,Lo-fi,Spanish,Meditation,playlist_2
59,Male,Sad,7,Poor,6,Lo-fi,Tamil,Exercise,playlist_2
69,Female,Sad,3,Fair,1,Nature Sounds,Other,Studying,playlist_1
23,Female,Sad,3,Poor,2,Classical,Tamil,Sleeping,playlist_2
67,Male,Happy,10,Good,6,Nature Sounds,Hindi,Sleeping,playlist_2
52,Male,Tired,9,Good,2,Lo-fi,Tamil,Relaxation,playlist_5
72,Female,Happy,2,Poor,4,Pop,English,Meditation,playlist_1
44,Female,Angry,4,Good,4,Lo-fi,English,Studying,playlist_1
74,Female,Angry,6,Poor,10,Nature Sounds,Hindi,Relaxation,playlist_4
58,Male,Tired,3,Poor,9,Nature Sounds,Spanish,Exercise,playlist_5
48,Male,Angry,10,Fair,10,Instrumental,Kannada,Meditation,playlist_3
46,Female,Sad,10,Good,7,Pop,Spanish,Meditation,playlist_3
17,Female,Happy,7,Poor,7,Nature Sounds,Hindi,Relaxation,playlist_1
17,Male,Sad,7,Good,1,Classical,Kannada,Sleeping,playlist_2
42,Male,Angry,5,Poor,5,Lo-fi,Kannada,Meditation,playlist_4
58,Female,Happy,3,Poor,3,Classical,Telugu,Sleeping,playlist_1
29,Female,Sad,2,Fair,3,Nature Sounds,Malayalam,Meditation,playlist_2
55,Male,Tired,4,Poor,6,Nature Sounds,Tamil,Meditation,playlist_5
37,Female,Sad,4,Fair,4,Classical,Spanish,Meditation,playlist_2
54,Prefer not to say,Angry,8,Good,8,Classical,Kannada,Exercise,playlist_4
25,Female,Happy,8,Fair,4,Instrumental,Other,Sleeping,playlist_2
62,Male,Tired,5,Fair,8,Lo-fi,Telugu,Exercise,playlist_5
46,Female,Happy,6,Good,4,Classical,Hindi,Sleeping,playlist_1
72,Male,Tired,8,Fair,3,Lo-fi,Other,Exercise,playlist_5
73,Male,Happy,1,Fair,5,Pop,Hindi,Exercise,playlist_5
71,Female,Angry,5,Poor,5,Nature Sounds,Other,Exercise,playlist_5
68,Female,Tired,4,Fair,10,Classical,Spanish,Relaxation,playlist_5
50,Other,Anxiety,4,Poor,10,Pop,Spanish,Exercise,playlist_5
74,Male,Happy,2,Fair,1,Nature Sounds,Kannada,Meditation,playlist_1
47,Male,Happy,10,Good,8,Instrumental,Spanish,Studying,playlist_1
38,Other,Sad,1,Good,8,Nature Sounds,Telugu,Exercise,playlist_5
53,Male,Tired,6,Fair,8,Classical,English,Studying,playlist_1
48,Male,Anxiety,7,Poor,10,Pop,Spanish,Studying,playlist_1
70,Female,Angry,5,Fair,4,Pop,Malayalam,Meditation,playlist_4
42,Prefer not to say,Sad,8,Poor,9,Pop,Malayalam,Studying,playlist_1
51,Female,Anxiety,9,Fair,10,Nature Sounds,Tamil,Studying,playlist_1
21,Male,Tired,2,Good,3,Lo-fi,Kannada,Studying,playlist_1
18,Female,Anxiety,4,Good,7,Lo-fi,English,Sleeping,playlist_3
51,Prefer not to say,Happy,9,Poor,6,Nature Sounds,Other,Exercise,playlist_1
70,Female,Happy,5,Fair,9,Classical,Tamil,Exercise,playlist_5
15,Male,Sad,3,Poor,4,Nature Sounds,Other,Studying,playlist_1
15,Female,Tired,6,Good,4,Lo-fi,English,Meditation,playlist_5
61,Female,Tired,3,Poor,6,Nature Sounds,Malayalam,Sleeping,playlist_5
34,Female,Anxiety,5,Fair,8,Pop,Telugu,Meditation,playlist_3
33,Female,Sad,3,Poor,3,Classical,Spanish,Meditation,playlist_2
43,Male,Tired,6,Fair,8,Classical,Kannada,Studying,playlist_1
24,Female,Happy,10,Fair,8,Instrumental,English,Relaxation,playlist_1
74,Female,Anxiety,5,Good,7,Nature Sounds,Other,Studying,playlist_1
32,Male,Angry,9,Fair,7,Pop,English,Relaxation,playlist_4
42,Male,Happy,3,Fair,5,Nature Sounds,English,Sleeping,playlist_1
49,Male,Sad,6,Fair,2,Instrumental,Malayalam,Relaxation,playlist_2
57,Female,Tired,8,Poor,2,Instrumental,Kannada,Studying,playlist_1
61,Female,Happy,7,Good,10,Nature Sounds,Telugu,Studying,playlist_1
45,Female,Angry,6,Poor,8,Nature Sounds,Telugu,Meditation,playlist_3
41,Female,Angry,2,Poor,6,Nature Sounds,English,Studying,playlist_1
25,Female,Sad,7,Good,8,Lo-fi,Telugu,Studying,playlist_1
63,Other,Happy,8,Poor,3,Instrumental,Tamil,Exercise,playlist_1
63,Male,Anxiety,1,Poor,1,Classical,Telugu,Exercise,playlist_5
52,Female,Happy,9,Fair,6,Lo-fi,English,Meditation,playlist_1
19,Female,Angry,4,Poor,2,Pop,Tamil,Relaxation,playlist_4
22,Male,Sad,8,Good,9,Classical,Other,Relaxation,playlist_2
48,Male,Sad,10,Poor,5,Classical,Kannada,Exercise,playlist_2
62,Male,Anxiety,7,Fair,5,Classical,Hindi,Sleeping,playlist_2
66,Female,Sad,10,Poor,10,Instrumental,Malayalam,Exercise,playlist_2
70,Female,Sad,7,Good,8,Pop,Telugu,Sleeping,playlist_2
26,Female,Sad,2,Fair,6,Lo-fi,Spanish,Relaxation,playlist_2
52,Male,Sad,1,Poor,3,Pop,Tamil,Exercise,playlist_5
15,Male,Sad,4,Good,9,Lo-fi,Hindi,Studying,playlist_1
45,Other,Angry,2,Good,10,Instrumental,Kannada,Sleeping,playlist_4
18,Male,Happy,8,Poor,4,Pop,Hindi,Sleeping,playlist_2
63,Female,Tired,10,Poor,10,Classical,Other,Sleeping,playlist_2
59,Male,Sad,7,Fair,4,Pop,Kannada,Relaxation,playlist_2
64,Male,Tired,8,Poor,2,Instrumental,English,Meditation,playlist_5
19,Other,Tired,6,Fair,3,Instrumental,English,Studying,playlist_1
44,Prefer not to say,Angry,1,Poor,4,Instrumental,Malayalam,Exercise,playlist_5
70,Male,Sad,9,Good,7,Lo-fi,Malayalam,Sleeping,playlist_2
38,Male,Tired,6,Good,3,Pop,Kannada,Relaxation,playlist_5
73,Male,Sad,10,Good,8,Classical,Hindi,Sleeping,playlist_2
17,Male,Anxiety,1,Good,8,Classical,Malayalam,Exercise,playlist_5
25,Female,Anxiety,1,Fair,10,Nature Sounds,Other,Studying,playlist_1
59,Female,Anxiety,8,Good,2,Instrumental,Telugu,Sleeping,playlist_2
18,Female,Tired,6,Fair,4,Classical,Hindi,Relaxation,playlist_5
40,Female,Anxiety,8,Fair,8,Instrumental,Malayalam,Relaxation,playlist_3
41,Male,Angry,8,Fair,1,Classical,Hindi,Meditation,playlist_4
60,Female,Angry,8,Poor,1,Pop,Spanish,Relaxation,playlist_4
68,Female,Tired,10,Fair,4,Nature Sounds,Telugu,Meditation,playlist_5
57,Female,Sad,7,Poor,2,Instrumental,Hindi,Studying,playlist_1
41,Other,Happy,7,Fair,1,Lo-fi,Hindi,Exercise,playlist_1
56,Female,Sad,10,Poor,8,Lo-fi,Tamil,Meditation,playlist_3
65,Female,Sad,4,Poor,2,Classical,Kannada,Sleeping,playlist_2
64,Other,Sad,9,Good,4,Pop,English,Sleeping,playlist_2
20,Female,Sad,2,Fair,3,Instrumental,Malayalam,Exercise,playlist_5
73,Female,Happy,9,Poor,2,Nature Sounds,Spanish,Relaxation,playlist_1
29,Male,Anxiety,10,Good,8,Pop,Malayalam,Sleeping,playlist_2
67,Female,Sad,3,Fair,3,Classical,Malayalam,Meditation,playlist_2
44,Male,Angry,2,Good,9,Pop,Kannada,Exercise,playlist_5
56,Female,Tired,4,Poor,10,Nature Sounds,Hindi,Sleeping,playlist_5
51,Female,Tired,5,Good,5,Pop,Telugu,Relaxation,playlist_5
72,Female,Angry,2,Good,9,Instrumental,Telugu,Relaxation,playlist_4
51,Female,Sad,1,Fair,3,Classical,English,Sleeping,playlist_2
56,Female,Happy,10,Poor,5,Nature Sounds,English,Exercise,playlist_1
74,Male,Anxiety,5,Fair,10,Classical,English,Studying,playlist_1
51,Female,Tired,9,Fair,6,Instrumental,Telugu,Sleeping,playlist_2
49,Female,Anxiety,5,Good,9,Nature Sounds,Hindi,Relaxation,playlist_3
37,Female,Happy,10,Poor,8,Nature Sounds,English,Studying,playlist_1
20,Male,Tired,9,Fair,2,Classical,English,Exercise,playlist_5
18,Female,Anxiety,10,Poor,2,Pop,Spanish,Relaxation,playlist_3
32,Female,Happy,6,Fair,5,Pop,Telugu,Exercise,playlist_1
74,Male,Anxiety,3,Good,5,Lo-fi,Malayalam,Sleeping,playlist_3
23,Female,Sad,4,Fair,5,Lo-fi,Hindi,Exercise,playlist_5
63,Male,Happy,4,Fair,4,Nature Sounds,English,Relaxation,playlist_1
43,Female,Anxiety,1,Fair,8,Classical,Other,Sleeping,playlist_3
27,Female,Sad,3,Poor,5,Nature Sounds,Hindi,Relaxation,playlist_2
73,Female,Sad,3,Good,1,Classical,Tamil,Relaxation,playlist_2
61,Female,Happy,1,Poor,10,Instrumental,Malayalam,Studying,playlist_1
66,Male,Angry,9,Fair,5,Lo-fi,Malayalam,Meditation,playlist_4
31,Female,Tired,1,Good,1,Nature Sounds,Other,Exercise,playlist_5
59,Male,Happy,9,Poor,4,Instrumental,English,Exercise,playlist_1
46,Female,Sad,1,Fair,1,Pop,Other,Studying,playlist_1
62,Male,Sad,2,Good,6,Lo-fi,English,Exercise,playlist_5
36,Female,Happy,2,Good,6,Classical,Spanish,Studying,playlist_1
18,Female,Angry,6,Fair,1,Pop,Telugu,Exercise,playlist_4
19,Female,Tired,7,Good,8,Pop,Malayalam,Exercise,playlist_5
51,Female,Anxiety,1,Good,4,Instrumental,Other,Relaxation,playlist_3
55,Male,Happy,3,Poor,2,Nature Sounds,Spanish,Studying,playlist_1
63,Female,Tired,2,Good,1,Nature Sounds,Tamil,Exercise,playlist_5
27,Female,Tired,8,Poor,3,Instrumental,Tamil,Meditation,playlist_5
48,Male,Sad,9,Poor,7,Pop,Tamil,Studying,playlist_1
59,Male,Anxiety,2,Poor,10,Lo-fi,Kannada,Studying,playlist_1
36,Female,Happy,2,Poor,10,Pop,Telugu,Studying,playlist_1
67,Male,Sad,10,Good,8,Instrumental,Telugu,Relaxation,playlist_2
73,Male,Sad,9,Good,5,Pop,Other,Studying,playlist_1
37,Male,Angry,4,Poor,7,Pop,English,Relaxation,playlist_4
65,Male,Tired,5,Good,2,Pop,Telugu,Meditation,playlist_5
17,Male,Happy,9,Poor,4,Pop,English,Sleeping,playlist_2
56,Female,Happy,6,Poor,6,Lo-fi,Spanish,Relaxation,playlist_1
48,Male,Happy,10,Poor,5,Classical,English,Exercise,playlist_1
46,Male,Sad,9,Fair,6,Classical,Kannada,Studying,playlist_1
59,Male,Angry,9,Good,2,Nature Sounds,Spanish,Sleeping,playlist_2
65,Female,Anxiety,7,Good,7,Classical,Telugu,Relaxation,playlist_3
72,Female,Sad,10,Poor,8,Classical,Telugu,Exercise,playlist_2
63,Female,Anxiety,9,Good,9,Classical,Kannada,Sleeping,playlist_2
35,Female,Angry,5,Poor,6,Pop,Kannada,Meditation,playlist_4
60,Female,Tired,5,Good,7,Pop,Spanish,Relaxation,playlist_5
58,Male,Happy,8,Poor,1,Lo-fi,Spanish,Relaxation,playlist_1
35,Male,Anxiety,10,Poor,9,Pop,Telugu,Meditation,playlist_3
58,Male,Sad,4,Fair,6,Pop,Telugu,Relaxation,playlist_2
25,Male,Anxiety,9,Poor,4,Classical,Spanish,Studying,playlist_1
53,Male,Tired,7,Fair,10,Lo-fi,English,Relaxation,playlist_5
18,Female,Happy,7,Good,9,Lo-fi,Hindi,Studying,playlist_1
65,Male,Anxiety,3,Good,1,Classical,Malayalam,Relaxation,playlist_3
15,Other,Tired,4,Fair,2,Classical,English,Exercise,playlist_5
42,Female,Sad,7,Good,3,Lo-fi,Tamil,Exercise,playlist_2
38,Prefer not to say,Angry,5,Fair,1,Instrumental,Tamil,Sleeping,playlist_4
49,Male,Sad,3,Good,2,Classical,Hindi,Exercise,playlist_5
27,Female,Happy,1,Fair,2,Classical,Malayalam,Meditation,playlist_1
61,Female,Sad,7,Fair,7,Lo-fi,Kannada,Sleeping,playlist_2
48,Other,Sad,6,Poor,10,Instrumental,Tamil,Exercise,playlist_2
25,Female,Sad,10,Good,6,Instrumental,Kannada,Studying,playlist_1
50,Female,Sad,7,Poor,9,Nature Sounds,Kannada,Relaxation,playlist_2
65,Male,Happy,2,Fair,5,Instrumental,English,Exercise,playlist_5
31,Male,Tired,4,Poor,9,Classical,Kannada,Studying,playlist_1
49,Male,Anxiety,2,Fair,10,Pop,Hindi,Sleeping,playlist_3
74,Other,Angry,8,Good,9,Lo-fi,English,Relaxation,playlist_4
32,Male,Anxiety,7,Good,2,Classical,Other,Exercise,playlist_3
54,Male,Anxiety,1,Good,9,Lo-fi,Other,Sleeping,playlist_3
36,Other,Angry,2,Fair,3,Instrumental,Hindi,Exercise,playlist_5
71,Male,Happy,2,Poor,3,Lo-fi,Other,Sleeping,playlist_1
38,Female,Angry,4,Good,9,Classical,Kannada,Exercise,playlist_5
72,Female,Happy,3,Fair,7,Pop,Tamil,Studying,playlist_1
33,Male,Anxiety,1,Poor,8,Classical,Malayalam,Meditation,playlist_3
51,Male,Happy,2,Fair,7,Nature Sounds,Kannada,Studying,playlist_1
53,Female,Tired,9,Fair,9,Lo-fi,Hindi,Relaxation,playlist_5
35,Prefer not to say,Angry,1,Good,8,Classical,Telugu,Exercise,playlist_5
22,Female,Tired,9,Fair,4,Instrumental,Other,Meditation,playlist_5
42,Male,Anxiety,7,Fair,2,Instrumental,Telugu,Meditation,playlist_3
19,Male,Angry,2,Poor,5,Classical,Other,Relaxation,playlist_4
31,Male,Anxiety,2,Good,2,Nature Sounds,Tamil,Relaxation,playlist_3
51,Female,Tired,5,Fair,4,Lo-fi,Other,Meditation,playlist_5
50,Male,Anxiety,5,Fair,2,Nature Sounds,Spanish,Relaxation,playlist_3
68,Male,Angry,4,Poor,5,Pop,Malayalam,Relaxation,playlist_4
33,Female,Angry,10,Fair,6,Classical,Hindi,Exercise,playlist_4
41,Female,Anxiety,10,Fair,1,Nature Sounds,Tamil,Studying,playlist_1
67,Male,Angry,3,Fair,8,Pop,English,Sleeping,playlist_4
48,Female,Angry,4,Fair,2,Nature Sounds,Kannada,Meditation,playlist_4
25,Female,Anxiety,10,Fair,5,Pop,Spanish,Sleeping,playlist_2
68,Female,Tired,4,Poor,8,Instrumental,English,Meditation,playlist_3
59,Female,Angry,2,Fair,5,Instrumental,Telugu,Meditation,playlist_4
61,Female,Angry,5,Fair,3,Classical,Kannada,Studying,playlist_1
26,Female,Angry,5,Fair,6,Nature Sounds,English,Meditation,playlist_4
68,Female,Angry,5,Fair,1,Instrumental,Other,Meditation,playlist_4
35,Female,Anxiety,10,Good,1,Lo-fi,Telugu,Studying,playlist_1
68,Female,Tired,1,Good,8,Instrumental,Malayalam,Relaxation,playlist_5
25,Female,Tired,6,Good,7,Instrumental,English,Sleeping,playlist_5
53,Female,Happy,2,Good,10,Nature Sounds,Other,Meditation,playlist_3
42,Male,Angry,7,Poor,10,Pop,Kannada,Studying,playlist_1
19,Male,Angry,4,Good,3,Lo-fi,English,Meditation,playlist_4
31,Female,Happy,5,Poor,8,Lo-fi,Spanish,Studying,playlist_1
70,Male,Tired,5,Good,8,Pop,Other,Sleeping,playlist_5
34,Male,Sad,5,Poor,1,Nature Sounds,Spanish,Exercise,playlist_5
55,Female,Sad,2,Good,10,Instrumental,Kannada,Relaxation,playlist_2
60,Male,Tired,5,Fair,7,Pop,English,Exercise,playlist_5
72,Female,Angry,3,Good,2,Lo-fi,Tamil,Studying,playlist_1
26,Female,Sad,4,Good,2,Lo-fi,Malayalam,Meditation,playlist_2
20,Male,Anxiety,2,Good,2,Instrumental,English,Relaxation,playlist_3
31,Male,Anxiety,4,Fair,5,Instrumental,English,Sleeping,playlist_3
65,Male,Happy,9,Poor,7,Classical,Spanish,Relaxation,playlist_1
33,Male,Tired,8,Poor,4,Pop,Spanish,Meditation,playlist_5
40,Male,Tired,3,Fair,4,Instrumental,Tamil,Exercise,playlist_5
62,Male,Sad,1,Good,9,Classical,Spanish,Studying,playlist_1
58,Female,Angry,1,Good,10,Nature Sounds,Telugu,Exercise,playlist_5
